epoch,loss,val_loss
0,14.575497590244701,12.872925198462701
1,10.390162078576841,8.987850152292559
2,8.96444578149882,8.43729374793268
3,8.458644196326745,7.927876134072581
4,8.089297813600592,7.758811372326266
5,7.827225563291093,7.35369987487793
6,7.57633361595524,7.063188734362202
7,7.370866025259051,6.933895467942761
8,7.1888101107040665,6.787795755940099
9,7.023803133181003,6.5831281785042055
10,6.87351214610355,6.422545596091978
11,6.75571550303595,6.236229244355233
12,6.621185425756869,6.208854186150336
13,6.53665654098857,6.146860187284408
14,6.409714494351767,6.042430410077495
15,6.325220426968379,5.977899025332543
16,6.205508841677264,5.88620635309527
17,6.132717194833293,5.798442477564658
18,6.0694004795510255,5.904255710109588
19,5.990370175715343,5.744733075172671
20,5.919494607609016,5.643366475259104
21,5.844400701478054,5.589570162373205
22,5.775253070822344,5.451341887443296
23,5.702640580683247,5.4583188180000555
24,5.652247982920615,5.4222830895454655
25,5.596031221739003,5.375351776615266
26,5.525120695051453,5.3676304601853895
27,5.4815999987726105,5.299385015426144
28,5.40972999578719,5.212904803983627
29,5.356186600388122,5.175394787326936
30,5.318348840704546,5.056455159956409
31,5.237256206518421,5.080001012740596
32,5.213418850503244,5.017449218996109
33,5.159363123993732,4.965759151212631
34,5.103965972757115,4.944586901510916
35,5.085694467637087,4.920318462002662
36,5.010664743116018,4.850877897201046
37,4.979135730501632,4.899973844712781
38,4.951120135302834,4.813189804938531
39,4.897867771426277,4.76664763112222
40,4.87349178673889,4.739061950868176
41,4.811095162661796,4.708496539823471
42,4.80560634429466,4.838015765528525
43,4.752632202747932,4.674124114744125
44,4.70754049256374,4.675350816788212
45,4.6541162784409265,4.654411608173001
46,4.650430852116926,4.655909759767594
47,4.610863406445499,4.622163238833028
48,4.59794450091271,4.621606236119424
49,4.521718892648186,4.546265177572927
50,4.495510074633388,4.594907483746929
51,4.464885931925408,4.4592852115631105
52,4.457668692166443,4.452911456938713
53,4.44555078687056,4.500099808169949
54,4.377962755448008,4.385433853826215
55,4.368785539755426,4.480885084213749
56,4.343212678204866,4.440073324018909
57,4.3003726295011875,4.4601770385619135
58,4.2866959027020215,4.454603738169516
59,4.252368895033715,4.375070379626367
60,4.246641790019887,4.400449106770177
61,4.208612040742089,4.426669200774162
62,4.1838165449909575,4.364837577266078
63,4.167379803821701,4.266228608162172
64,4.152185534132478,4.236992411459646
65,3.873746200346611,4.097035746420583
66,3.814754471890803,4.088699127012683
67,3.7976573710225185,4.077392155124295
68,3.76387400489831,4.075021909898327
69,3.7342277535362425,4.084870250763432
70,3.754252869885106,4.073931649423415
71,3.7150155459203416,4.09215377530744
72,3.731126673613356,4.065603963790402
73,3.7076770706057363,4.092526712725239
74,3.699590835392195,4.087681885688536
75,3.675403523064555,4.094104317695864
76,3.6873228833820897,4.049065908308952
77,3.677572776998899,4.032835080546717
78,3.6545872828583574,4.050761412036034
79,3.650175714194308,4.034681170986545
80,3.647450468215584,4.062426305586292
81,3.653509636641668,4.046580159279608
82,3.6353133425764823,4.072275652423982
83,3.640081133961864,4.059424907930436
84,3.635437715512486,4.024114124236569
85,3.623850316762551,4.028139540456956
86,3.6278866020527736,4.055062169413413
87,3.6039016759376943,4.076789940557172
88,3.614690031669509,4.028870827151883
89,3.601642727956339,4.039274397203999
90,3.5963264916946818,4.022554897492932
91,3.5862310699080826,4.028412623559275
92,3.60334543706479,4.033236294407998
93,3.5811805815540008,4.0454809650298085
94,3.5705590328103125,4.038272003973684
95,3.5471989203021748,4.024137790741459
96,3.5410782453748917,4.018322913877426
97,3.5432456121758116,4.00504136700784
98,3.52408292977836,4.015789148884435
99,3.5425734967618294,4.015132211869763
100,3.5301920459827842,4.011785457980248
101,3.5340368596376948,4.012320356984293
102,3.5433100511807605,4.00485877067812
103,3.53437534314366,4.008454239752985
104,3.5438706703962106,4.020101333433582
105,3.530399850052847,4.006652604379962
106,3.5203994800376592,4.006189341698923
107,3.520391812302137,4.015243264167539
108,3.5267309278912014,4.00434223451922
109,3.5252384691507044,4.010229322987218
110,3.514883466714611,3.998431125763924
111,3.513465203477743,4.00384327673143
112,3.52181796621642,4.01477038475775
113,3.521652320360354,4.002144025987194
114,3.5169860607768073,4.009233279382029
115,3.5211237888023015,4.010170295161585
116,3.5275491907749563,3.996298208544331
117,3.5134968325416436,4.001291877992691
118,3.5070594191439275,3.994717151887955
119,3.527248333720534,4.018746396033994
